item_no,tran_date,type,reference,line,vote_no,grn_qty,grn_value,issue_qty,issue_value,average_pr,var_percent,description,date_from,date_to,store,source_file
273230,2025-01-07,ISS,145255,2,0603WWMRCZZWM,,,273230.0,20250107.0,2.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-07,ISS,129050,5,0603PRMRCZZWM,,,273230.0,20250107.0,5.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-07,ISS,143845,4,0603PRMRCZZHO,,,273230.0,20250107.0,4.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-14,ISS,131786,2,0603PRMRCZZWM,,,273230.0,20250114.0,2.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-23,ISS,11782,4,0603PRMRCZZWM,,,273230.0,20250123.0,4.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-23,ISS,143847,3,0603PRMRCZZHO,,,273230.0,20250123.0,3.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-24,ISS,137483,11,0603WWMRCZZWM,,,273230.0,20250124.0,11.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-01-29,ISS,148938,4,0603PRMRCZZWM,,,273230.0,20250129.0,4.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-17,ISS,143331,6,0603PRMRCZZWM,,,273230.0,20250217.0,6.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-17,ISS,134568,5,0603PRMRCZZWM,,,273230.0,20250217.0,5.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-17,ISS,140044,2,0603ELMRCZZHO,,,273230.0,20250217.0,2.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-17,ISS,098439,7,0603PRMRCZZHO,,,273230.0,20250217.0,7.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-19,ISS,144213,4,0600PRMRCZZWM,,,273230.0,20250219.0,4.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-21,ISS,11793,4,0603PRMRCZZWM,,,273230.0,20250221.0,4.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-02-25,ISS,138768,5,0603PRMRCZZHO,,,273230.0,20250225.0,5.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-03-13,ISS,130403,10,0603PRMRCZZHO,,,273230.0,20250313.0,10.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-04-29,ISS,131792,5,0603PRMRCZZWM,,,273230.0,20250429.0,5.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-04-29,ISS,145249,5,0603WWMRCZZWM,,,273230.0,20250429.0,5.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-05-09,ISS,134580,1,0603PRMRCZZWM,,,273230.0,20250509.0,1.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-05-22,ISS,134586,2,0603PRMRCZZHO,,,273230.0,20250522.0,2.0,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273230,2025-05-22,Carried Forward,,,,273230.0,20250522.0,,,,,SOAP WASHINGPOWER - HEAVY DUTY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
273236,2022-07-23,Brought Forward,,,,273236.0,20220723.0,,,,,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-07-23,RND,00000000000112,5470PRMRCZZWM,.02,,,273236.0,20220723.0,5470.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-18,ISS,123789,2,0603FPMRCZZWM,,,273236.0,20220818.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-18,ISS,128831,4,0603PRMRCZZHO,,,273236.0,20220818.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-18,ISS,130401,4,0603PRMRCZZHO,,,273236.0,20220818.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-18,ISS,131081,2,0603PRMRCZZHO,,,273236.0,20220818.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-18,ISS,131775,2,0603PRMRCZZWM,,,273236.0,20220818.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-08-25,GRN,00026414,2500.00,"45,160.00",,,273236.0,20220825.0,2500.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-01,RND,00000000000118,5470PRMRCZZWM,.01,,,273236.0,20220901.0,5470.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-07,ISS,57647,4,0603PRMRCZZWM,,,273236.0,20220907.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-07,ISS,128844,1,0603PRMRCZZWM,,,273236.0,20220907.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-08,ISS,131779,5,0603PRMRCZZWM,,,273236.0,20220908.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-08,ISS,110585,4,0603WWMRCZZWM,,,273236.0,20220908.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-12,ISS,022436,9,0603PRMRCZZHO,,,273236.0,20220912.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-09-12,ISS,137466,4,0603WWMRCZZWM,,,273236.0,20220912.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-03,ISS,109339,2,0603PRMRCZZHO,,,273236.0,20221003.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-03,ISS,131082,1,0603PRMRCZZHO,,,273236.0,20221003.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-03,ISS,140667,4,0603ELMRCZZHO,,,273236.0,20221003.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-11,ISS,101701,2,0603PRMRCZZWM,,,273236.0,20221011.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-24,ISS,138752,1,0603PRMRCZZHO,,,273236.0,20221024.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-24,ISS,138671,2,0603PRMRCZZHO,,,273236.0,20221024.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-24,ISS,57648,3,0603PRMRCZZWM,,,273236.0,20221024.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-24,ISS,128859,9,0603PRMRCZZHO,,,273236.0,20221024.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-24,ISS,133729,2,0603PRMRCZZHO,,,273236.0,20221024.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-10-27,ISS,124297,2,0603PRMRCZZWM,,,273236.0,20221027.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-11-03,ISS,139652,5,0603PRMRCZZWM,,,273236.0,20221103.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-11-09,ISS,126070,6,0603PRMRCZZWM,,,273236.0,20221109.0,6.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-11-21,ISS,138675,5,4510PRMRCZZHO,,,273236.0,20221121.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-11-21,ISS,143402,3,0603PRMRCZZWM,,,273236.0,20221121.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-12-01,ISS,123797,4,0603FPMRCZZWM,,,273236.0,20221201.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2022-12-01,ISS,142104,3,0603PRMRCZZWM,,,273236.0,20221201.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-10,ISS,101704,2,0603PRMRCZZWM,,,273236.0,20230110.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-10,ISS,132415,2,0603PRMRCZZHO,,,273236.0,20230110.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-16,ISS,14890,5,0603PRMRCZZWM,,,273236.0,20230116.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-16,ISS,125936,4,0603WWMRCZZWM,,,273236.0,20230116.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-17,ISS,132595,5,0603WWMRCZZWM,,,273236.0,20230117.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-19,ISS,128485,3,0603PRMRCZZHO,,,273236.0,20230119.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-01-31,ISS,131084,4,0603PRMRCZZHO,,,273236.0,20230131.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-02-07,ISS,133738,3,0603PRMRCZZHO,,,273236.0,20230207.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-02-08,ISS,143051,3,0603PRMRCZZWM,,,273236.0,20230208.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-02-09,ISS,126963,2,0600PRMRCZZHO,,,273236.0,20230209.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-02-13,ISS,138757,1,0603PRMRCZZHO,,,273236.0,20230213.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-02-16,ISS,109343,2,0603PRMRCZZWM,,,273236.0,20230216.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-06,ISS,101718,3,0603PRMRCZZWM,,,273236.0,20230306.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-06,ISS,133552,7,0603FPMRCZZWM,,,273236.0,20230306.0,7.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-06,ISS,125943,13,0603WWMRCZZWM,,,273236.0,20230306.0,13.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-08,ISS,140679,2,0603ELMRCZZHO,,,273236.0,20230308.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-08,ISS,128870,1,0602PRP54ZZWM,,,273236.0,20230308.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-09,ISS,137057,4,0603PRMRCZZWM,,,273236.0,20230309.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-15,ISS,130162,9,0603PRMRCZZWM,,,273236.0,20230315.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-15,ISS,131086,1,0603PRMRCZZHO,,,273236.0,20230315.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-28,ISS,130164,3,0603PRMRCZZWM,,,273236.0,20230328.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-28,ISS,133399,5,0603WSMRCZZWM,,,273236.0,20230328.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-03-28,ISS,128898,4,0603PRMRCZZWM,,,273236.0,20230328.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-18,ISS,141301,4,0603PRMRCZZHO,,,273236.0,20230418.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-18,ISS,128908,2,0603PRMRCZZHO,,,273236.0,20230418.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-18,ISS,128909,1,0603PRMRCZZWM,,,273236.0,20230418.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-18,ISS,133742,2,0603PRMRCZZHO,,,273236.0,20230418.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-19,ISS,133741,2,0603PRMRCZZHO,,,273236.0,20230419.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-19,ISS,123608,1,0603PRMRCZZHO,,,273236.0,20230419.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-19,ISS,139676,10,0603PRMRCZZWM,,,273236.0,20230419.0,10.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-04-21,GRN,00028432,2000.00,"36,128.00",,,273236.0,20230421.0,2000.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-04,ISS,49240,9,0603PRMRCZZWM,,,273236.0,20230504.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-16,ISS,141851,2,0603PRMRCZZWM,,,273236.0,20230516.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-16,ISS,131087,8,0603PRMRCZZHO,,,273236.0,20230516.0,8.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-16,ISS,092707,2,0603PRMRCZZHO,,,273236.0,20230516.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-16,ISS,128914,4,0603PRMRCZZWM,,,273236.0,20230516.0,4.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-16,ISS,136504,2,0603WAMRCZZWM,,,273236.0,20230516.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-25,ISS,140025,2,0603ELMRCZZHO,,,273236.0,20230525.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-31,ISS,139679,9,0603PRMRCZZWM,,,273236.0,20230531.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-31,ISS,148906,3,0603PRMRCZZWM,,,273236.0,20230531.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-31,ISS,148906,6,0603PRMRCZZWM,,,273236.0,20230531.0,6.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-31,ISS,128918,1,0603PRMRCZZWM,,,273236.0,20230531.0,1.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-05-31,ISS,141304,5,0603PRMRCZZHO,,,273236.0,20230531.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-06-01,ISS,138761,3,0603PRMRCZZHO,,,273236.0,20230601.0,3.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-06-02,ISS,136502.,2,0603WAMRCZZWM,,,273236.0,20230602.0,2.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-06-09,ISS,133557,9,0603FPMRCZZWM,,,273236.0,20230609.0,9.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-06-27,ISS,128924,5,0603PRMRCZZWM,,,273236.0,20230627.0,5.0,100.0,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-06-27,Carried Forward,,,,273236.0,20230627.0,,,,,LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
273236,2023-08-03,Brought Forward,,,,273236.0,20230803.0,,,,,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,143804,6,0603PRMRCZZHO,,,273236.0,20230803.0,6.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,131088,1,0603PRMRCZZHO,,,273236.0,20230803.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,101743,2,0603PRMRCZZWM,,,273236.0,20230803.0,2.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,137091,4,0603PRMRCZZWM,,,273236.0,20230803.0,4.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,098426,1,0603PRMRCZZHO,,,273236.0,20230803.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-03,ISS,115316,7,0603PRMRCZZWM,,,273236.0,20230803.0,7.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-08,ISS,148912,11,0603PRMRCZZWM,,,273236.0,20230808.0,11.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-08-10,ISS,128938,4,0603PRMRCZZWM,,,273236.0,20230810.0,4.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-09-11,ISS,092709,1,0603PRMRCZZHO,,,273236.0,20230911.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-09-22,ISS,128940,1,0603PRMRCZZWM,,,273236.0,20230922.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-09-22,ISS,128940,2,0603PRMRCZZWM,,,273236.0,20230922.0,2.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-05,GRN,00029682,3000.00,"54,192.00",,,273236.0,20231005.0,3000.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-18,ISS,140031,5,0603ELMRCZZHO,,,273236.0,20231018.0,5.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-18,ISS,115341,3,0603PRMRCZZWM,,,273236.0,20231018.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-19,ISS,143080,1,0603PRMRCZZWM,,,273236.0,20231019.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-19,ISS,144202,3,0603PRMRCZZWM,,,273236.0,20231019.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-19,ISS,138763,4,0603PRMRCZZHO,,,273236.0,20231019.0,4.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-23,ISS,139372,3,0603WAMRCZZWM,,,273236.0,20231023.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-23,ISS,143151,3,0603PRMRCZZWM,,,273236.0,20231023.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,141306,2,0603PRMRCZZHO,,,273236.0,20231025.0,2.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,144001,1,0603PRMRCZZHO,,,273236.0,20231025.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,128957,1,0603PRMRCZZWM,,,273236.0,20231025.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,139682,4,0603PRMRCZZWM,,,273236.0,20231025.0,4.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,148917,3,0603PRMRCZZWM,,,273236.0,20231025.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,126967,2,0600PRMRCZZHO,,,273236.0,20231025.0,2.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-25,ISS,115346,3,0603PRMRCZZWM,,,273236.0,20231025.0,3.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
273236,2023-10-26,ISS,139608,1,0603PRMRCZZWM,,,273236.0,20231026.0,1.0,100.0,LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
