item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
264007,MAKOTSI TRADING,GLOVES REINFORCED,GRN,1,1000.0,1000.0,,
266490,BONAFIDE AFRICA CONSULTING,WAP ATTIX 40 IND VACUUM CLEANE,GRN,1,2.0,2.0,,
264006,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,PIGSKIN GLOVE,GRN,1,600.0,600.0,,
270569,ULTRA SOLUTIONS,HP,GRN,1,6.0,6.0,,
270569,TENACIOUS INNOVATORS,HP,GRN,1,2.0,2.0,,
270569,MZWANTZI TRADING ENTERPRISE,HP,GRN,1,5.0,5.0,,
270569,GAMES & PC SOUND CC,HP,GRN,1,2.0,2.0,,
270466,WORKWEAR DEPOT,RAIN SUITS YELLOW PVC,GRN,1,1000.0,1000.0,,
270466,PRACTICON TRADING AND ENTERPRISE,RAIN SUITS YELLOW PVC,GRN,1,1400.0,1400.0,,
270457,WORKWEAR DEPOT,overal 2piece,GRN,1,88.0,88.0,,
270456,WORKWEAR DEPOT,blue overall 20/21,GRN,1,1957.0,1957.0,,
262163,ONPOINT FIREPROTECTION (PTY) LTD,SERVICE,GRN,1,1.0,1.0,,
262163,RHUONE PROJECTS AND PLANT HIRE,SERVICE,GRN,1,1.0,1.0,,
262202,@ OFFICE WORLD,DOOR,GRN,1,1.0,1.0,,
262202,ABC SECURITY SHOP,DOOR,GRN,1,1.0,1.0,,
262202,YONDELAOVAYO TRADING ENTERPRISE (PTY) LTD,DOOR,GRN,1,45.3,45.3,,
270453,WORKWEAR DEPOT,dust coat,GRN,1,27.0,27.0,,
262202,ZAMNTE CONSTRUCTION,DOOR,GRN,1,4.0,4.0,,
262565,MATU AND CAPPY PTY LTD,TOILETS,GRN,1,2.0,2.0,,
262565,PHAKAMANI TRADER,TOILETS,GRN,1,3.0,3.0,,
262766,GAMES & PC SOUND CC,CONVERTER 3P 16A,GRN,1,1.0,1.0,,
263330,KELE SELLO TRADING,BLANKETS,GRN,1,30.0,30.0,,
263625,@ OFFICE WORLD,TREELINE CRAYONS(24),GRN,1,58.0,58.0,,
270441,@ OFFICE WORLD,AUTO,GRN,1,1.0,1.0,,
264002,MAKOTSI TRADING,hand glove all dir,GRN,1,5000.0,5000.0,,
264002,PRACTICON TRADING AND ENTERPRISE,hand glove all dir,GRN,1,7000.0,7000.0,,
264003,PRACTICON TRADING AND ENTERPRISE,standard natural rubber gloves,GRN,1,5000.0,5000.0,,
264003,RATANG RURI,standard natural rubber gloves,GRN,1,1500.0,1500.0,,
264004,PRACTICON TRADING AND ENTERPRISE,latex_gloves,GRN,1,3000.0,3000.0,,
269650,BOKGABANE AFRICA PROJECTS,PANEL DOOR(BRACKET),GRN,1,4.0,4.0,,
266081,T.J.T.K. TRADING ENTERPRISE,DEO - BLOCKS 5KG,GRN,1,400.0,400.0,,
266747,K.J STATIONERS,POST IT FLAG SIGN HERE,GRN,1,20.0,20.0,,
275718,RAUCO TRADING CC,hire,GRN,1,1.0,1.0,,
268547,TSEKGO PROJECTS CONSTRUCTION CC,TRENCH STEEL MESH,GRN,1,2.0,2.0,,
267382,OLEORA SUPPLY AND PROJECTS (PTY) LTD,WEED KILLER,GRN,1,750.0,750.0,,
268344,NL SUPPLIERS AND PROJECTS,HIRE OF MOTORISED WATER TANKER,GRN,1,600.0,600.0,,
268344,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRE OF MOTORISED WATER TANKER,GRN,1,600.0,600.0,,
268344,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,HIRE OF MOTORISED WATER TANKER,GRN,1,160.0,160.0,,
267384,K P DEVELOPMENTS (PTY) LTD,CHLORIDE OF LIME H.T.H,GRN,1,50.0,50.0,,
267384,MAMOTSHABI BUSINESS SOLUTION,CHLORIDE OF LIME H.T.H,GRN,1,60.0,60.0,,
267384,REGONE TRADERS (PTY)LTD,CHLORIDE OF LIME H.T.H,GRN,1,50.0,50.0,,
267384,T.J.T.K. TRADING ENTERPRISE,CHLORIDE OF LIME H.T.H,GRN,1,60.0,60.0,,
268344,KATLEMBA (PTY) LTD,HIRE OF MOTORISED WATER TANKER,GRN,1,160.0,160.0,,
268344,HETANI TRADING ENTERPRISE (PTY) LTD,HIRE OF MOTORISED WATER TANKER,GRN,1,9.0,9.0,,
267958,GAMES & PC SOUND CC,transcent jetflash 4gb,GRN,1,1.0,1.0,,
267385,OLEORA SUPPLY AND PROJECTS (PTY) LTD,pool acid 5ltr,GRN,1,3000.0,3000.0,,
400001,K P DEVELOPMENTS (PTY) LTD,steel sheet,GRN,1,20.0,20.0,,
267385,REGONE TRADERS (PTY)LTD,pool acid 5ltr,GRN,1,4000.0,4000.0,,
267775,GALEKILE QHENA TRADING,DISINFECTANT DENVOL,GRN,1,500.0,500.0,,
267686,KHUWAIT GROUP OF COMPANIES,CRC 5-56 & 2-26,GRN,1,500.0,500.0,,
267385,SUNRISE TRADING ENTERPRISE,pool acid 5ltr,GRN,1,2500.0,2500.0,,
267685,REGONE TRADERS (PTY)LTD,electrical cleaner,GRN,1,175.0,175.0,,
267385,TSIKAKU HOLDINGS,pool acid 5ltr,GRN,1,3000.0,3000.0,,
267581,CONQUEST CHEMICALS,CANDLES,GRN,1,1.0,1.0,,
267398,K P DEVELOPMENTS (PTY) LTD,TOILET BOWL,GRN,1,1000.0,1000.0,,
267481,THANDANAZI PROJECTS,hiring grader,GRN,1,160.0,160.0,,
267455,GLOBAL SOLUTIONS GROUP,hp,GRN,1,1.0,1.0,,
267455,BATHO BAGAGWE IT CC,hp,GRN,1,1.0,1.0,,
267398,SUNRISE TRADING ENTERPRISE,TOILET BOWL,GRN,1,1500.0,1500.0,,
267421,GALEKILE QHENA TRADING,MICRO FIBRE CLOTH,GRN,1,500.0,500.0,,
267421,KHUWAIT GROUP OF COMPANIES,MICRO FIBRE CLOTH,GRN,1,1000.0,1000.0,,
267382,MTHATOS TRADING AND PROJECTS (PTY) LTD,WEED KILLER,GRN,1,1250.0,1250.0,,
268614,WALTONS (PTY) LTD,OKI 182 RIBBON,GRN,1,2.0,2.0,,
266766,GAMES & PC SOUND CC,FLASH DRIVE 16GB,GRN,1,5.0,5.0,,
268909,LEMA ENTERPRISE,HANDLES PICK,GRN,1,140.0,140.0,,
266972,GOVERNMENT PRINTING WORKS - PRETORIA,PROMULGATION OF SV05,GRN,1,2.0,2.0,,
269086,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,PLANT HIRE,GRN,1,8.0,8.0,,
267082,GOMO HOLDINGS 19 (PTY) LTD,CEMENT PORTLAND_42.5N,GRN,1,240.0,240.0,,
267082,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,CEMENT PORTLAND_42.5N,GRN,1,240.0,240.0,,
267082,SBUPANO (PTY)LTD,CEMENT PORTLAND_42.5N,GRN,1,240.0,240.0,,
267298,GLANLICIOUS TRADING ENTERPRISE,mr min,GRN,1,1000.0,1000.0,,
267330,NOEMIA TRADING,FLOOR POLISH WAX,GRN,1,100.0,100.0,,
269086,KHABOKEDI WASTE MANAGEMENT (PTY) LTD,PLANT HIRE,GRN,1,8.0,8.0,,
267332,GALEKILE QHENA TRADING,FLOOR POLISH 5LTRS,GRN,1,2500.0,2500.0,,
267332,GLANLICIOUS TRADING ENTERPRISE,FLOOR POLISH 5LTRS,GRN,1,1500.0,1500.0,,
269086,GOE TRADING,PLANT HIRE,GRN,1,8.0,8.0,,
267332,MTHATOS TRADING AND PROJECTS (PTY) LTD,FLOOR POLISH 5LTRS,GRN,1,1500.0,1500.0,,
267333,K P DEVELOPMENTS (PTY) LTD,GERMOTOL,GRN,1,3000.0,3000.0,,
267333,MTHATOS TRADING AND PROJECTS (PTY) LTD,GERMOTOL,GRN,1,1500.0,1500.0,,
267333,T.J.T.K. TRADING ENTERPRISE,GERMOTOL,GRN,1,2000.0,2000.0,,
269086,BOITSHEPO CONSORTIUM,PLANT HIRE,GRN,1,8.0,8.0,,
267341,GLANLICIOUS TRADING ENTERPRISE,BLEACH BLEIKMIDDEL LITERS,GRN,1,3000.0,3000.0,,
267341,OLEORA SUPPLY AND PROJECTS (PTY) LTD,BLEACH BLEIKMIDDEL LITERS,GRN,1,3000.0,3000.0,,
267341,TD MONARE HOLDINGS,BLEACH BLEIKMIDDEL LITERS,GRN,1,1000.0,1000.0,,
269086,BATSEBE HOLDINGS,PLANT HIRE,GRN,1,1.0,1.0,,
267368,GALEKILE QHENA TRADING,HANDY ANDY,GRN,1,2000.0,2000.0,,
267368,GLANLICIOUS TRADING ENTERPRISE,HANDY ANDY,GRN,1,3000.0,3000.0,,
269012,WORKSPEC,DEVIATION,GRN,1,1.0,1.0,,
268909,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,HANDLES PICK,GRN,1,150.0,150.0,,
267368,T.J.T.K. TRADING ENTERPRISE,HANDY ANDY,GRN,1,2000.0,2000.0,,
267381,MAFAESA TRADING ENTERPRISE,weed killer invade 250sl 5ltr,GRN,1,2000.0,2000.0,,
267381,REGONE TRADERS (PTY)LTD,weed killer invade 250sl 5ltr,GRN,1,2800.0,2800.0,,
270628,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,PADLOCKS 40MM_PVC REF A12035,GRN,1,2000.0,2000.0,,
270652,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,PADLOCKS MASTER KEYED FOR ELEC,GRN,1,1000.0,1000.0,,
270652,REGONE TRADERS (PTY)LTD,PADLOCKS MASTER KEYED FOR ELEC,GRN,1,300.0,300.0,,
254993,MZWANTZI TRADING ENTERPRISE,STATIONERY,GRN,1,1.0,1.0,,
254993,RONMAR OFFICE EQUIPMENT,STATIONERY,GRN,1,1.0,1.0,,
254993,SISA LUSA TRADING ENTERPRISES,STATIONERY,GRN,1,1.0,1.0,,
273339,WORKWEAR DEPOT,GOLFERS XL,GRN,1,5.0,5.0,,
273271,RONMAR OFFICE EQUIPMENT,FLASH DRIVE 32GB VERBATIM,GRN,1,3.0,3.0,,
254993,VM SUCCESS ENTERPRISE (PTY) LTD,STATIONERY,GRN,1,1.0,1.0,,
273236,T.J.T.K. TRADING ENTERPRISE,SOAP DISHWASHING_LIQUID,GRN,1,2000.0,2000.0,,
267421,RATANANG SUPPLIERS AND PROJECTS CC,MICRO FIBRE CLOTH,GRN,1,2000.0,2000.0,,
254993,ZEMBELETHU,STATIONERY,GRN,1,1.0,1.0,,
255122,OLEORA SUPPLY AND PROJECTS (PTY) LTD,VALVES GATE BRASS 20MM,GRN,1,100.0,100.0,,
273236,MAFAESA TRADING ENTERPRISE,SOAP DISHWASHING_LIQUID,GRN,1,2500.0,2500.0,,
255203,KHUWAIT GROUP OF COMPANIES,VALVES BRASS GATE 50MM,GRN,1,200.0,200.0,,
255548,KHUWAIT GROUP OF COMPANIES,VALVES BRASS 25MM,GRN,1,300.0,300.0,,
255572,MOTSWA-IKE ENTERPRISE (PTY) LTD,CLOSING OF SEWER SERVITUDE SIN,GRN,1,1.0,1.0,,
255696,BOKAMOSO AFRICA SERVICES (PTY)LTD,GARDEN HOSE 12MMX30M,GRN,1,60.0,60.0,,
273236,GLANLICIOUS TRADING ENTERPRISE,SOAP DISHWASHING_LIQUID,GRN,1,3000.0,3000.0,,
255696,SACHIN HOLDINGS (PTY) LTD,GARDEN HOSE 12MMX30M,GRN,1,50.0,50.0,,
256084,MEEPONG TECHNICAL CONSULTING (PTY) LTD,SUPER,GRN,1,1.0,1.0,,
273232,DONGAS ENTERPRISE COOPERATION (PTY) LTD,SQUARE 25X25X2 0-6,GRN,1,40.0,40.0,,
256482,RHUONE PROJECTS AND PLANT HIRE,HIGH MAST,GRN,1,1.0,1.0,,
257065,DES FONTAINE SPORTS,SOCKET ALP 2,GRN,1,4.0,4.0,,
257468,BOIKANYO BO BONTLE (PTY) LTD,A2 DESK,GRN,1,547.0,547.0,,
257521,@ OFFICE WORLD,SAMSUNG,GRN,1,1.0,1.0,,
257863,RONMAR OFFICE EQUIPMENT,HIGHLIGHTERS,GRN,1,10.0,10.0,,
257911,@ OFFICE WORLD,PAPER CLIP DISPENSERSER,GRN,1,2500.0,2500.0,,
273198,SUNRISE TRADING ENTERPRISE,SOAP SATIN,GRN,1,3000.0,3000.0,,
258697,BENEDICT TRADING SOLUTIONS (PTY) LTD,INSTALLATION,GRN,1,1.0,1.0,,
258697,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,INSTALLATION,GRN,1,1.0,1.0,,
254993,NSIKAYO THINGO HOLDINGS (PTY) LTD,STATIONERY,GRN,1,1.0,1.0,,
254993,MXOLISI GALANE PROJECT MANAGEMENT,STATIONERY,GRN,1,1.0,1.0,,
262163,KLERKSDORP VOLKSWAGEN,SERVICE,GRN,1,1.0,1.0,,
273370,TECH-ONTECHOFF (PTY) LTD,TRENDY HEADSET USB;SINGLE EAR,GRN,1,1.0,1.0,,
275718,KHUWAIT GROUP OF COMPANIES,hire,GRN,1,2.0,2.0,,
254635,DAYIMANI HOLDINGS (PTY) LTD,SODA-ASH 25KG,GRN,1,250.0,250.0,,
254635,TSAONE HOLDINGS,SODA-ASH 25KG,GRN,1,300.0,300.0,,
254993,DANYI TELECOMS CONVERGED COMMUNICATIONS (HYMAX),STATIONERY,GRN,1,1.0,1.0,,
275523,RHUONE PROJECTS AND PLANT HIRE,electrical worx,GRN,1,300.0,300.0,,
275523,MELTRONIC TECHNOLOGY PTY LTD,electrical worx,GRN,1,300.0,300.0,,
275523,ELECTRICIVIL TRADING (PTY) LTD,electrical worx,GRN,1,300.0,300.0,,
275447,RONMAR OFFICE EQUIPMENT,A3 LAMINATING POUCHES,GRN,1,2.0,2.0,,
254993,GLOBAL SOLUTIONS GROUP,STATIONERY,GRN,1,1.0,1.0,,
254993,JETLINE,STATIONERY,GRN,1,1.0,1.0,,
275446,RONMAR OFFICE EQUIPMENT,A4 LAMINATING POUCHES,GRN,1,2.0,2.0,,
275046,GAMES & PC SOUND CC,HP MAGENTA CARTRIDGE,GRN,1,1.0,1.0,,
254993,K.J STATIONERS,STATIONERY,GRN,1,1.0,1.0,,
254993,KAGO GENERAL TRADING,STATIONERY,GRN,1,1.0,1.0,,
274016,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
273943,REABETSWE BOPHELO TRADING ENTERPRISE,PAVING,GRN,1,160.0,160.0,,
254993,KEAMO WA TSHIAMO,STATIONERY,GRN,1,30.0,30.0,,
273943,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,PAVING,GRN,1,160.0,160.0,,
273943,CLEANUP SOAP AND CHEMICALS,PAVING,GRN,1,1.0,1.0,,
273899,OLEORA SUPPLY AND PROJECTS (PTY) LTD,WASHERS FLAT 16 MM,GRN,1,2000.0,2000.0,,
254993,LEXISNEXIS BUTTERWORTHS (PTY) LTD,STATIONERY,GRN,1,13.0,13.0,,
273422,T.J.T.K. TRADING ENTERPRISE,TOILET PAPER,GRN,1,28800.0,28800.0,,
254993,LM OFFICE SUPPLIER AND PROJECTS,STATIONERY,GRN,1,1.0,1.0,,
254993,LPM BUSINESS ENTERPRISE (PTY) LTD,STATIONERY,GRN,1,1.0,1.0,,
273422,MAFAESA TRADING ENTERPRISE,TOILET PAPER,GRN,1,28800.0,28800.0,,
273422,GLANLICIOUS TRADING ENTERPRISE,TOILET PAPER,GRN,1,24000.0,24000.0,,
254993,MAMKELI CONSTRUCTION AND PROJECTS,STATIONERY,GRN,1,390.0,390.0,,
258697,NTLANGANISO ENTERPRISE (PTY) LTD,INSTALLATION,GRN,1,13.0,13.0,,
259291,@ OFFICE WORLD,CALCULATOR 12DIGIT 4606,GRN,1,6.0,6.0,,
273198,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,SOAP SATIN,GRN,1,2500.0,2500.0,,
273196,SUNRISE TRADING ENTERPRISE,ALGE 5LTRS,GRN,1,3000.0,3000.0,,
260594,LEANOLELEAGO,EYE BOLT M20X250,GRN,1,500.0,500.0,,
260595,LEANOLELEAGO,shacke d,GRN,1,500.0,500.0,,
272553,INCREDIBLEWILL,SLASHER,GRN,1,180.0,180.0,,
272501,KGOMOSTO CIVIL WORKS (PTY) LTD,STORE BOXES,GRN,1,200.0,200.0,,
272439,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CONTRACTOR 11KW 1NO 25A 240VAC,GRN,1,80.0,80.0,,
272129,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,concrete palisade fence,GRN,1,1188.0,1188.0,,
272069,THE ASSESSMENT TOOLBOX,COMPETENCY ASSESSMENTS,GRN,1,13.0,13.0,,
260815,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRE,GRN,1,6.0,6.0,,
261405,GIFTX BUSINESS ENTERPRISE (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
271664,WALTONS (PTY) LTD,SCISSORS ORANGE HANDLE 165MM,GRN,1,10.0,10.0,,
261405,K2022653674 (SOUTH AFRCA) (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
271609,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLASTIC 75 MM,GRN,1,4.0,4.0,,
261405,KETHUTHULA HOLDINGS (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
271609,OLEORA SUPPLY AND PROJECTS (PTY) LTD,PIPES PLASTIC 75 MM,GRN,1,30.0,30.0,,
271594,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLASTIC 40MM,GRN,1,1000.0,1000.0,,
271586,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLASTIC 50MM,GRN,1,500.0,500.0,,
271586,OLEORA SUPPLY AND PROJECTS (PTY) LTD,PIPES PLASTIC 50MM,GRN,1,1000.0,1000.0,,
271543,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLATIC 32 MM,GRN,1,1000.0,1000.0,,
271535,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLASTIC 25MM,GRN,1,8000.0,8000.0,,
271535,HENOWS PROJECTS (PTY) LTD,PIPES PLASTIC 25MM,GRN,1,1000.0,1000.0,,
271527,RATANANG SUPPLIERS AND PROJECTS CC,PIPES PLASTIC 20M,GRN,1,5000.0,5000.0,,
261405,VM SUCCESS ENTERPRISE (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
271527,OLEORA SUPPLY AND PROJECTS (PTY) LTD,PIPES PLASTIC 20M,GRN,1,100.0,100.0,,
271527,HENOWS PROJECTS (PTY) LTD,PIPES PLASTIC 20M,GRN,1,5000.0,5000.0,,
271401,MK PROJECTS (PTY) PTY,MAINTENANCE,GRN,1,800.0,800.0,,
270997,K2022653674 (SOUTH AFRCA) (PTY) LTD,PICK HEADS,GRN,1,27.0,27.0,,
270997,CE NOTO CONSTRUCTION,PICK HEADS,GRN,1,110.0,110.0,,
260592,OLEORA SUPPLY AND PROJECTS (PTY) LTD,BOLTS & NUTS 16 MM X 75 MM,GRN,1,500.0,500.0,,
272553,IYEZEE_OF MUCH CONSTRUCTION,SLASHER,GRN,1,180.0,180.0,,
272554,SUNRISE TRADING ENTERPRISE,GARDEN PLASTIC RAKE,GRN,1,1000.0,1000.0,,
272559,MAMOTSHABI BUSINESS SOLUTION,SHOVELS SPADES,GRN,1,400.0,400.0,,
273196,K P DEVELOPMENTS (PTY) LTD,ALGE 5LTRS,GRN,1,3000.0,3000.0,,
273196,GALEKILE QHENA TRADING,ALGE 5LTRS,GRN,1,500.0,500.0,,
259365,RATANANG SUPPLIERS AND PROJECTS CC,BEARINGS WHEEL BARROW,GRN,1,40.0,40.0,,
259365,REGONE TRADERS (PTY)LTD,BEARINGS WHEEL BARROW,GRN,1,50.0,50.0,,
273147,OLEORA SUPPLY AND PROJECTS (PTY) LTD,SOAP SUNLIGHT,GRN,1,1000.0,1000.0,,
259403,HALSTED & CO (PTY) LTD,SAFETY BOOTS/MAXECO-8031BROWN,GRN,1,700.0,700.0,,
259404,HALSTED & CO (PTY) LTD,LEMAITRE ROBUST SHOES-8102,GRN,1,800.0,800.0,,
273007,TRUVELO MANUFACTURERS (PTY) LTD,CALIBRATION-PROLASER,GRN,1,3.0,3.0,,
272939,@ OFFICE WORLD,machinery,GRN,1,3.0,3.0,,
272599,MOSIBOTSANA TRADING (PTY) LTD,FOAM COMPOUND,GRN,1,40.0,40.0,,
259856,KELE SELLO TRADING,TOILET,GRN,1,73.0,73.0,,
272560,KTMW TRADING,SHOVEL SQUUARE MOUTH,GRN,1,100.0,100.0,,
260333,DITHEJ TRADING PTY LTD,sprinkler AQ 20mm bras,GRN,1,1.0,1.0,,
260590,LEANOLELEAGO,pigtail bolts m16x340,GRN,1,500.0,500.0,,
272559,KTMW TRADING,SHOVELS SPADES,GRN,1,200.0,200.0,,
272559,GOMOLEMO CONSTRUCTION AND PROJECTS (PTY) LTD,SHOVELS SPADES,GRN,1,500.0,500.0,,
272558,TD MONARE HOLDINGS,SHOVELS,GRN,1,400.0,400.0,,
272557,MAFAESA TRADING ENTERPRISE,leaf rake steel,GRN,1,150.0,150.0,,
272557,GLANLICIOUS TRADING ENTERPRISE,leaf rake steel,GRN,1,400.0,400.0,,
272557,GALEKILE QHENA TRADING,leaf rake steel,GRN,1,200.0,200.0,,
272556,S A MOTSIRI TRADING (PTY) LTD,WEEDEATER LINE 2.5MM,GRN,1,40.0,40.0,,
260541,OLEORA SUPPLY AND PROJECTS (PTY) LTD,BOLTS & NUTS 16 MM X 65 MM,GRN,1,500.0,500.0,,
260587,TD MONARE HOLDINGS,guy grip dead end,GRN,1,350.0,350.0,,
272556,BOKAMOSO AFRICA SERVICES (PTY)LTD,WEEDEATER LINE 2.5MM,GRN,1,40.0,40.0,,
260589,TD MONARE HOLDINGS,stay,GRN,1,250.0,250.0,,
272555,TD MONARE HOLDINGS,garden forks,GRN,1,400.0,400.0,,
267775,MTHATOS TRADING AND PROJECTS (PTY) LTD,DISINFECTANT DENVOL,GRN,1,3000.0,3000.0,,
0000015068,RIBESRI GENARAL TRADING,DAMAGE WHEEL,GRN,1,1.0,1.0,,
400001,PJ SEBOTHE ENTERPRISE,steel sheet,GRN,1,6.0,6.0,,
REPAIRS,T.J.T.K. TRADING ENTERPRISE,repair council property,GRN,1,1.0,1.0,,
REPAIRS,FUNATHI TRADING AND ENTERPRISE (PTY) LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,GREEN POINT SUPPY AND DELIVERY,repair council property,GRN,1,1.0,1.0,,
REPAIRS,HYDRAULIC 2000,repair council property,GRN,1,1.0,1.0,,
REPAIRS,KROONSTAD TREKKER DIENSTE CC,repair council property,GRN,1,1.0,1.0,,
REPAIRS,LESKHOSA TRADING ENTERPRISE (PTY) LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,LISEBO HOLDING,repair council property,GRN,1,1.0,1.0,,
REPAIRS,MABIRIMISA CONSULTING AND PROJECTS,repair council property,GRN,1,1.0,1.0,,
REPAIRS,MOSEDIPABALLO TRDING,repair council property,GRN,1,1.0,1.0,,
REPAIRS,MZWANTZI TRADING ENTERPRISE,repair council property,GRN,1,1.0,1.0,,
REPAIRS,NOZIZWEBUSINESS SOLUTIONS,repair council property,GRN,1,1.0,1.0,,
REPAIRS,NTEMI TRADING ENTERPRISE,repair council property,GRN,1,1.0,1.0,,
REPAIRS,NW. PAINT - A CAR PANELBEATERS,repair council property,GRN,1,1.0,1.0,,
REPAIRS,P MOSIMANE TRADING ENTERPRISE,repair council property,GRN,1,1.0,1.0,,
REPAIRS,REATLIGILEOWARONA PROJECTS,repair council property,GRN,1,1.0,1.0,,
REPAIRS,SBNLL HOLDINGS,repair council property,GRN,1,1.0,1.0,,
REPAIRS,SM THULO ENTERPRISE AND PROJECTS (PTY) LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,SPHEKO PROJECT PTY LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,ENE CONSULTANTS AND SERVICES (PTY) LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,EMIN TRADING ENTERPRISE (PTY) LTD,repair council property,GRN,1,1.0,1.0,,
REPAIRS,DALY BMW,repair council property,GRN,1,1.0,1.0,,
REPAIR,MOCHELO TRADING ENTERPRISE (PTY) LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,ELEGANT LINE TRADING 785 CC,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,EYRE PLATINUM PROJECTS PTY LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,GALEKILE QHENA TRADING,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,GAMES & PC SOUND CC,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,KE TIRO TRADING AND PROJECTS (PTY) LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,KEY 6TO LIFE (PTY) LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,KG FALO INVESTMENTS,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,MOTSOL TRADING ENTERPRISE,repair and maintanance,GRN,1,1.0,1.0,,
REPAIRS,BOKA-IPELO GEUST HOUSE,repair council property,GRN,1,1.0,1.0,,
REPAIR,NOEMIA TRADING,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,SILVEX 93 CC/KARSTEN PANEELKLOPERS,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,TEFELLO HOLDINGS (PTY) LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,TRT FIREARM TRAINING CENTRE,repair and maintanance,GRN,1,1.0,1.0,,
REPAIR,ZERO18 (PTY) LTD,repair and maintanance,GRN,1,1.0,1.0,,
REPAIRS,ALU GLASS 2000,repair council property,GRN,1,1.0,1.0,,
REPAIRS,BILLEARS PERPETUAL TRADING ENTERPRISE CC,repair council property,GRN,1,1.0,1.0,,
REPAIRS,SUNRISE TRADING ENTERPRISE,repair council property,GRN,1,1.0,1.0,,
REPAIRS,TD MONARE HOLDINGS,repair council property,GRN,1,1.0,1.0,,
L263531,SUNDAY KIT UNIFORM SUPPLIES CC,LEATHER APRONS,GRN,1,60.0,60.0,,
REPAIRS,THOMSENS BREAKDOWN SERVICES,repair council property,GRN,1,1.0,1.0,,
REPLACE,KAMOTSUMI INTERNET CAFE,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,KLERKSCALE KLERKSDORP (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,KLERKSDORP PANEL BEATERS & SPRAY PAINTERS,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,KMESH INVESTMENTS (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,MAWANDLA MAINTENANCE AND PROJECTS,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,MAWEETA TRADING ENTERPRISE,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,MOILOA VORTEX SOLUTIONS (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,MOLETE CONSULTING AND PROJECTS (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,NL SUPPLIERS AND PROJECTS,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,NTEMI TRADING ENTERPRISE,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,NTT NISSAN KLERKSDORP,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,OMOSANALEDI TRADING ENTERPRISE (PTY) LTD,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,RAPIDUS 325 ENTERPRISE,replace stolen property,GRN,1,1.0,1.0,,
REPLACE,RAUCO TRADING CC,replace stolen property,GRN,1,1.0,1.0,,
